lens,u0,A,delta_t,prob_lensing

1665566,1.1817062653868269,1.000000485840241,0.21401829522221222,2.001321672832739e-09
1665566,1.121367000412773,1.0000004752740024,0.21401829522221222,4.002643345665478e-09
1665566,1.061029555893005,1.0000004649894108,0.21401829522221222,6.003965018498216e-09
1665566,1.0006943182149572,1.0000004549776365,0.21401829522221222,8.005286691330955e-09
1665566,0.9403616546396174,1.0000004452301658,0.21401829522221222,1.0006608364163694e-08
1665566,0.8800321261846114,1.0000004357387895,0.21401829522221222,1.2007930036996432e-08
1665566,0.8197064515841247,1.0000004264955882,0.21401829522221222,1.4009251709829171e-08
1665566,0.759385490060337,1.000000417492924,0.21401829522221222,1.601057338266191e-08
1665566,0.6990705317946809,1.000000408723428,0.21401829522221222,1.801189505549465e-08
1665566,0.6387631932566106,1.0000004001799883,0.21401829522221222,2.001321672832739e-08
1665566,0.5784659058982246,1.0000003918557419,0.21401829522221222,2.2014538401160125e-08
1665566,0.5181822057681101,1.0000003837440645,0.21401829522221222,2.4015860073992864e-08
1665566,0.4579173940210925,1.0000003758385607,0.21401829522221222,2.6017181746825603e-08
1665566,0.39768012510565814,1.0000003681330556,0.21401829522221222,2.8018503419658342e-08
1665566,0.33748507733159,1.0000003606215855,0.21401829522221222,3.001982509249108e-08
1665566,0.27735978715479687,1.000000353298391,0.21401829522221222,3.202114676532382e-08
1665566,0.217362180035939,1.0000003461579083,0.21401829522221222,3.402246843815656e-08
1665566,0.15763802068065239,1.0000003391947618,0.21401829522221222,3.60237901109893e-08
1665566,0.09868515294849836,1.0000003324037576,0.21401829522221222,3.802511178382204e-08
1665566,0.04374176278682918,1.000000325779876,0.21401829522221222,4.002643345665478e-08
1665566,0.037060798730161555,1.0000003193182643,0.21401829522221222,4.202775512948751e-08
1665566,0.09010682700722825,1.0000003130142325,0.21401829522221222,4.402907680232025e-08
1665566,0.14883061522710206,1.000000306863246,0.21401829522221222,4.603039847515299e-08
1665566,0.20848845606808447,1.0000003008609184,0.21401829522221222,4.803172014798573e-08
1665566,0.26845838474465183,1.0000002950030091,0.21401829522221222,5.003304182081847e-08
1665566,0.3285695526937167,1.0000002892854158,0.21401829522221222,5.2034363493651206e-08
1665566,0.3887564261392514,1.00000028370417,0.21401829522221222,5.4035685166483946e-08
1665566,0.4489885963221088,1.0000002782554311,0.21401829522221222,5.6037006839316685e-08
1665566,0.5092499539552702,1.0000002729354842,0.21401829522221222,5.8038328512149424e-08
1665566,0.5695312726367817,1.0000002677407327,0.21401829522221222,6.003965018498216e-08
1665566,0.6298268047730956,1.000000262667696,0.21401829522221222,6.20409718578149e-08
1665566,0.6901328014297483,1.000000257713004,0.21401829522221222,6.404229353064764e-08
1665566,0.7504467810936231,1.0000002528733947,0.21401829522221222,6.604361520348038e-08
1665566,0.8107669202189361,1.0000002481457082,0.21401829522221222,6.804493687631312e-08
1665566,0.8710919817739682,1.000000243526886,0.21401829522221222,7.004625854914586e-08
1665566,0.9314209902574064,1.000000239013963,0.21401829522221222,7.20475802219786e-08
1665566,0.9917531907850857,1.0000002346040697,0.21401829522221222,7.404890189481134e-08
1665566,1.0520880733012958,1.000000230294424,0.21401829522221222,7.605022356764408e-08
1665566,1.1124252167259017,1.000000226082331,0.21401829522221222,7.805154524047682e-08lens,u0,A,delta_t,prob_lensing
