lens,u0,A,delta_t,prob_lensing

2284156,1.1640842781372867,1.0003864807418852,1.0789346375109197,1.4593282303543773e-09
2284156,1.1124509948342636,1.000378997639738,1.0789346375109197,2.9186564607087547e-09
2284156,1.0735962753262571,1.0003713496524742,1.0789346375109197,4.377984691063132e-09
2284156,1.0489410125462209,1.0003635626205918,1.0789346375109197,5.837312921417509e-09
2284156,1.0394961819997837,1.0003556616951645,1.0789346375109197,7.2966411517718876e-09
2397008,1.2436903763027363,1.0067329249838832,0.4613702153199898,8.343735189870039e-09
2397008,0.9635659773701708,1.0065362549193273,0.4613702153199898,9.734357721515045e-09
2397008,0.7022292619349616,1.0061999202114535,0.4613702153199898,1.112498025316005e-08
2397008,0.49067848393114005,1.0057565217545845,0.4613702153199898,1.2515602784805056e-08
2397008,0.413977946096863,1.0052441360619175,0.4613702153199898,1.3906225316450063e-08
2397008,0.533819283912434,1.004699920073583,0.4613702153199898,1.529684784809507e-08
2397008,0.7625754158875795,1.0041554637918255,0.4613702153199898,1.6687470379740077e-08
