lens,u0,A,delta_t,prob_lensing

1200429,1.2897202802475933,1.0071845342540102,0.4137987195978967,2.77678507711271e-09
1200429,1.1431970641982372,1.0066945144692478,0.4137987195978967,5.55357015422542e-09
1200429,0.9970886584695027,1.0061992204554615,0.4137987195978967,8.33035523133813e-09
1200429,0.851608573018683,1.0057094670382742,0.4137987195978967,1.110714030845084e-08
1200429,0.7071447882864185,1.005233922234639,0.4137987195978967,1.3883925385563549e-08
1200429,0.5644780775651549,1.0047791255142486,0.4137987195978967,1.666071046267626e-08
1200429,0.42542023366827747,1.004349651869241,0.4137987195978967,1.943749553978897e-08
1200429,0.29511768562738316,1.003948364548113,0.4137987195978967,2.221428061690168e-08
1200429,0.19228021222954125,1.0035767077083182,0.4137987195978967,2.499106569401439e-08
1200429,0.17496876029332253,1.0032350022484862,0.4137987195978967,2.7767850771127098e-08
1200429,0.2608095326411868,1.002922720914293,0.4137987195978967,3.054463584823981e-08
1200429,0.3862568117754753,1.0026387289884038,0.4137987195978967,3.332142092535252e-08
1200429,0.5235763511262507,1.0023814850162873,0.4137987195978967,3.609820600246523e-08
1200429,0.6654586742006786,1.0021492014663549,0.4137987195978967,3.887499107957794e-08
1200429,0.8095081485626507,1.001939968598121,0.4137987195978967,4.165177615669065e-08
1200429,0.9547443619100454,1.001751846399682,0.4137987195978967,4.442856123380336e-08
1200429,1.1006976672009345,1.0015829301168533,0.4137987195978967,4.720534631091607e-08
