lens,u0,A,delta_t,prob_lensing

1742393,0.998023189633064,1.000000226729878,0.22595161166583558,1.9130777805772482e-09
1742393,0.8512560555304644,1.0000002228735034,0.22595161166583558,3.8261555611544964e-09
1742393,0.7176877070679886,1.0000002190894457,0.22595161166583558,5.739233341731745e-09
1742393,0.6061077841252419,1.0000002153763454,0.22595161166583558,7.652311122308993e-09
1742393,0.5305750125643687,1.0000002117328652,0.22595161166583558,9.565388902886241e-09
1742393,0.5074497621707568,1.0000002081576878,0.22595161166583558,1.147846668346349e-08
1742393,0.5434637835706292,1.0000002046495169,0.22595161166583558,1.3391544464040737e-08
1742393,0.6285321929122846,1.000000201207077,0.22595161166583558,1.5304622244617986e-08
1742393,0.7460594859135865,1.0000001978291138,0.22595161166583558,1.7217700025195236e-08
1742393,0.8831811825851099,1.0000001945143933,0.22595161166583558,1.9130777805772483e-08
1742393,1.0321169847650058,1.0000001912617016,0.22595161166583558,2.104385558634973e-08
1742393,1.188433438420833,1.0000001880698464,0.22595161166583558,2.295693336692698e-08
1742393,1.3495684588820198,1.0000001849376547,0.22595161166583558,2.4870011147504227e-08
