lens,u0,A,delta_t,prob_lensing

1415542,0.9025392459376509,1.0319952938619932,0.25616365174681677,2.3548106190655828e-09
1415542,0.7158627307139696,1.0268956012564971,0.25616365174681677,4.7096212381311656e-09
1415542,0.5398585267938187,1.0221177574187217,0.25616365174681677,7.064431857196748e-09
1415542,0.3892819297278799,1.0179246198703076,0.25616365174681677,9.419242476262331e-09
1415542,0.30453082735130493,1.01440191311981,0.25616365174681677,1.1774053095327914e-08
1415542,0.33917999984088604,1.0115260235612613,0.25616365174681677,1.4128863714393497e-08
1415542,0.4673890382144259,1.0092200970810874,0.25616365174681677,1.648367433345908e-08
1415542,0.6347971432713286,1.0073904083374254,0.25616365174681677,1.8838484952524662e-08
1415542,0.8176721139364276,1.0059459992036182,0.25616365174681677,2.1193295571590245e-08
1415542,1.0076275953183456,1.0048072786069233,0.25616365174681677,2.3548106190655828e-08
1415542,1.2013094804914908,1.003908415870439,0.25616365174681677,2.590291680972141e-08
