lens,u0,A,delta_t,prob_lensing

1795302,1.1495782627374984,1.0000109137422273,0.34532339397465495,1.8566978331964948e-09
1795302,1.046976847655448,1.000010605025682,0.34532339397465495,3.7133956663929896e-09
1795302,0.9555539540097524,1.0000103049986018,0.34532339397465495,5.570093499589484e-09
1795302,0.8788052837711917,1.0000100134773124,0.34532339397465495,7.426791332785979e-09
1795302,0.8208572487394,1.0000097302757147,0.34532339397465495,9.283489165982473e-09
1795302,0.7858798411685416,1.0000094552059873,0.34532339397465495,1.1140186999178968e-08
1795302,0.7769813923486011,1.0000091880792468,0.34532339397465495,1.2996884832375462e-08
1795302,0.7950380898283094,1.000008928706118,0.34532339397465495,1.4853582665571958e-08
1795302,0.8383099502946882,1.0000086768972816,0.34532339397465495,1.671028049876845e-08
1795302,0.9031800484049656,1.0000084324639509,0.34532339397465495,1.8566978331964947e-08
1795302,0.9853919304345795,1.0000081952183213,0.34532339397465495,2.0423676165161443e-08
1795302,1.0809962299882672,1.0000079649739408,0.34532339397465495,2.2280373998357936e-08
1795302,1.1867607046896462,1.0000077415460729,0.34532339397465495,2.4137071831554432e-08
1795302,1.3002083380734866,1.0000075247519982,0.34532339397465495,2.5993769664750924e-08
