lens,u0,A,delta_t,prob_lensing

39193,0.7256996981189192,1.000000183846295,0.18735593378332016,8.504920096275695e-08
39193,0.599369880169737,1.0000001802535605,0.18735593378332016,1.700984019255139e-07
39193,0.779256454300773,1.0000001767043303,0.18735593378332016,2.5514760288827084e-07
39193,1.1272218815368855,1.0000001731999137,0.18735593378332016,3.401968038510278e-07
865033,1.0183463657634197,1.0000458978617397,0.8618392415665287,1.9267087691066892e-08
865033,0.8788446511127077,1.0000452365289942,0.8618392415665287,2.312050522928027e-08
865033,0.7396533599445432,1.0000445695647755,0.8618392415665287,2.6973922767493647e-08
865033,0.6009882373519418,1.0000438978668582,0.8618392415665287,3.0827340305707026e-08
865033,0.4633218787908731,1.0000432223092681,0.8618392415665287,3.46807578439204e-08
865033,0.3279147982327722,1.0000425437405838,0.8618392415665287,3.8534175382133785e-08
865033,0.19942324902598751,1.0000418629826944,0.8618392415665287,4.238759292034716e-08
865033,0.106732219884201,1.0000411808294565,0.8618392415665287,4.624101045856054e-08
865033,0.14964786436662625,1.0000404980457565,0.8618392415665287,5.009442799677392e-08
865033,0.2697736403348244,1.0000398153666048,0.8618392415665287,5.3947845534987295e-08
865033,0.40316468745886735,1.0000391334965013,0.8618392415665287,5.780126307320068e-08
865033,0.5400798697177307,1.0000384531089297,0.8618392415665287,6.165468061141405e-08
865033,0.6783887933120932,1.0000377748459497,0.8618392415665287,6.550809814962744e-08
865033,0.8173842571179374,1.0000370993180396,0.8618392415665287,6.93615156878408e-08
865033,0.9567671546815856,1.0000364271039732,0.8618392415665287,7.321493322605419e-08
