lens,u0,A,delta_t,prob_lensing

555333,1.0722746815759816,1.0070405136946794,1.109437027920255,6.002404563268045e-09
555333,1.0369076408681348,1.0068063387370476,1.109437027920255,1.200480912653609e-08
555333,1.0029144893721131,1.0065761767345307,1.109437027920255,1.8007213689804136e-08
555333,0.9704397002410071,1.006350399610704,1.109437027920255,2.400961825307218e-08
555333,0.9396406261641518,1.0061293268843006,1.109437027920255,3.0012022816340223e-08
555333,0.9106873423773633,1.0059132281101015,1.109437027920255,3.601442737960827e-08
555333,0.8837613324794032,1.0057023261299696,1.109437027920255,4.2016831942876314e-08
555333,0.8590531424328799,1.0054968004252651,1.109437027920255,4.801923650614436e-08
555333,0.8367593634584317,1.0052967899834608,1.109437027920255,5.4021641069412405e-08
555333,0.8170775486961107,1.0051023969625454,1.109437027920255,6.002404563268045e-08
555333,0.8002005538720807,1.0049136895397486,1.109437027920255,6.60264501959485e-08
555333,0.7863089041494208,1.0047307054038537,1.109437027920255,7.202885475921654e-08
555333,0.7755630868838168,1.004553454516909,1.109437027920255,7.803125932248459e-08
555333,0.7680951881167197,1.0043819221730528,1.109437027920255,8.403366388575263e-08
555333,0.7640012477149503,1.0042160718444024,1.109437027920255,9.003606844902068e-08
555333,0.7633356380868337,1.0040558476103327,1.109437027920255,9.603847301228873e-08
555333,0.7661072146803118,1.003901176822333,1.109437027920255,1.0204087757555677e-07
555333,0.7722790479100068,1.0037519722050379,1.109437027920255,1.0804328213882481e-07
555333,0.7817705388171315,1.0036081341414722,1.109437027920255,1.1404568670209286e-07
555333,0.7944627822686963,1.0034695524706094,1.109437027920255,1.200480912653609e-07
555333,0.810205306969542,1.0033361084038166,1.109437027920255,1.2605049582862895e-07
555333,0.8288243783102833,1.0032076760266735,1.109437027920255,1.32052900391897e-07
555333,0.8501309643947627,1.0030841238723127,1.109437027920255,1.3805530495516503e-07
555333,0.873928537218818,1.0029653161603518,1.109437027920255,1.440577095184331e-07
555333,0.9000195702905062,1.0028511140011394,1.109437027920255,1.5006011408170112e-07
555333,0.9282106095499335,1.0027413765064739,1.109437027920255,1.5606251864496917e-07
555333,0.9583164144952458,1.0026359616130693,1.109437027920255,1.6206492320823723e-07
555333,0.9901622777599002,1.0025347270157667,1.109437027920255,1.6806732777150526e-07
555333,1.0235858668319522,1.0024375307767208,1.109437027920255,1.740697323347733e-07
555333,1.0584376646823688,1.002344232045717,1.109437027920255,1.8007213689804137e-07lens,u0,A,delta_t,prob_lensing
