lens,u0,A,delta_t,prob_lensing

259915,1.2434947938958498,1.0000000921884176,0.22197915738432214,1.2824705512699665e-08
259915,1.2030972277861336,1.0000000909016347,0.22197915738432214,2.564941102539933e-08
396231,1.2292221284568003,1.0000009321025187,0.26736929521032676,2.5237803200658202e-08
396231,1.0520296207931328,1.0000009133791457,0.26736929521032676,3.365040426754427e-08
396231,0.8811768648965891,1.0000008950298198,0.26736929521032676,4.2063005334430335e-08
396231,0.7211836988136274,1.0000008770489757,0.26736929521032676,5.0475606401316403e-08
396231,0.5810905101391195,1.0000008594309893,0.26736929521032676,5.888820746820247e-08
396231,0.47869972618197076,1.0000008421701907,0.26736929521032676,6.730080853508853e-08
396231,0.44109825215405213,1.0000008252608734,0.26736929521032676,7.57134096019746e-08
396231,0.4836412943429665,1.000000808697305,0.26736929521032676,8.412601066886067e-08
396231,0.5892173864269743,1.000000792473736,0.26736929521032676,9.253861173574674e-08
396231,0.7310077693193285,1.0000007765844094,0.26736929521032676,1.0095121280263281e-07
396231,0.8919050195769511,1.0000007610235677,0.26736929521032676,1.0936381386951888e-07
590873,1.2174718652758736,1.0107398778321557,0.6010170580782267,7.89791827798303e-08
590873,1.186476459216278,1.0099826595131838,0.6010170580782267,8.46205529783896e-08
590873,1.1604231312593907,1.0092659056534121,0.6010170580782267,9.02619231769489e-08
590873,1.1396508713639781,1.0085907577845044,0.6010170580782267,9.590329337550822e-08
590873,1.124452392674262,1.0079574796048756,0.6010170580782267,1.0154466357406752e-07
590873,1.1150556344561664,1.0073656301140983,0.6010170580782267,1.0718603377262683e-07
590873,1.1116077431809979,1.0068142196203094,0.6010170580782267,1.1282740397118614e-07
