lens,u0,A,delta_t,prob_lensing

866775,0.9843637668295687,1.0000293337134076,0.12989009079617053,3.845673137011719e-09
866775,0.8522867796325798,1.0000265851626506,0.12989009079617053,7.691346274023439e-09
866775,0.7286821071101443,1.0000241405899268,0.12989009079617053,1.1537019411035159e-08
866775,0.6186489413147065,1.0000219619430024,0.12989009079617053,1.5382692548046878e-08
866775,0.5306971418695184,1.0000200163959352,0.12989009079617053,1.9228365685058598e-08
866775,0.4771964373589463,1.0000182755821028,0.12989009079617053,2.3074038822070318e-08
866775,0.4700611105793744,1.0000167149443144,0.12989009079617053,2.6919711959082038e-08
866775,0.5112362857134838,1.0000153131840384,0.12989009079617053,3.0765385096093755e-08
866775,0.5907043616846944,1.0000140517944178,0.12989009079617053,3.4611058233105475e-08
866775,0.6954601476364781,1.0000129146639531,0.12989009079617053,3.8456731370117196e-08
866775,0.8158198447455074,1.0000118877398878,0.12989009079617053,4.2302404507128916e-08
866775,0.945845273715173,1.0000109587419055,0.12989009079617053,4.6148077644140636e-08
