Row,name,obsid,ra,dec,start_time,processing_date,xrt_exposure,uvot_exposure,bat_exposure,archive_date,_offset,"""dec2"""
342,M31_1,35336215,00 42 44.22,41 15 28.1,2018-06-23T00:57:57,2018-07-03T00:00:00,1968.982,1946.869,1981,04/07/2018,0.6752,+41 15 28.1
343,M31_1,35336037,00 42 47.62,41 15 29.0,2010-09-20T00:43:00,2016-08-07T00:00:00,3032.925,3020.405,3154,01/10/2010,0.903,+41 15 29.0
344,M31_1,35336023,00 42 52.83,41 15 29.0,2010-07-14T00:34:01,2016-08-03T00:00:00,4398.827,4382.585,4464,25/07/2010,1.7241,+41 15 29.0
345,M31_1,35336112,00 42 51.28,41 15 29.5,2013-07-22T01:54:58,2017-11-18T00:00:00,3768.355,3762.71,3791,02/08/2013,1.4561,+41 15 29.5
346,M31_1,35336001,00 42 48.56,41 15 29.6,2007-06-01T16:37:00,2015-07-01T00:00:00,19455.136,18423.644,19775,12/06/2007,1.0253,+41 15 29.6
347,M31_1,35336114,00 42 43.60,41 15 29.8,2013-08-07T02:29:59,2017-11-18T00:00:00,4150.722,4151.622,4173,18/08/2013,0.6626,+41 15 29.8
348,M31_1,35336066,00 42 47.61,41 15 29.9,2012-08-28T13:46:59,2017-05-07T00:00:00,980.347,980.363,988,08/09/2012,0.8897,+41 15 29.9
349,M31_1,35336220,00 42 44.91,41 15 29.9,2018-07-25T16:59:57,2018-08-04T00:00:00,2065.512,2062.13,2078,05/08/2018,0.6538,+41 15 29.9
350,M31N2009-10b,31518003,00 42 14.19,41 15 31.1,2009-10-25T16:38:59,2016-04-26T00:00:00,2095.483,2074.774,2130,05/11/2009,5.7014,+41 15 31.1
351,M31_Bulge,88208001,00 42 33.81,41 15 31.2,2017-06-28T13:36:57,2017-07-08T00:00:00,1845.443,1447.342,1867,09/07/2017,2.0768,+41 15 31.2
352,M31_1,35336057,00 42 46.31,41 15 31.5,2012-07-03T18:51:59,2017-05-02T00:00:00,8.208,6.189,22,14/07/2012,0.7211,+41 15 31.5
353,M31center,31283008,00 42 30.30,41 15 31.5,2008-12-14T00:50:01,2015-11-26T00:00:00,1036.427,1018.824,1072,25/12/2008,2.7128,+41 15 31.5
354,M31_1,35336003,00 42 59.72,41 15 33.2,2009-06-07T01:49:00,2016-02-18T00:00:00,11238.559,11225.436,11454,18/06/2009,2.9489,+41 15 33.2
355,M31N2008/08b,31255012,00 42 56.0,41 15 34.9,2010-06-06T10:26:38,2016-07-15T00:00:00,3873.812,3981.493,4034,17/06/2010,2.2608,+41 15 34.9
356,M31Center,32702047,00 43 07.63,41 15 34.9,2014-01-13T01:16:58,2018-01-30T00:00:00,3872.579,3874.088,3896,24/01/2014,4.4106,+41 15 34.9
357,M31_1,35336067,00 42 44.41,41 15 36.2,2012-09-01T13:55:58,2017-05-07T00:00:00,1572.075,1570.525,1578,12/09/2012,0.5407,+41 15 36.2
358,M31_1,35336031,00 42 49.45,41 15 36.5,2010-08-23T07:19:59,2016-08-05T00:00:00,3804.105,3797.123,3869,03/09/2010,1.097,+41 15 36.5
359,M31,13977006,00 42 48.78,41 15 36.6,2021-06-09T14:24:36,2021-06-19T00:00:00,328.039,326.63,338,20/06/2021,0.9882,+41 15 36.6
360,M31_Bulge,88208002,00 42 54.65,41 15 36.7,2017-07-08T01:29:57,2017-07-19T00:00:00,1976.625,1976.327,1993,19/07/2017,2.0082,+41 15 36.7
361,M31N2009-10b,31518005,00 42 14.95,41 15 37.4,2009-10-31T00:51:00,2016-04-26T00:00:00,1801.27,1801.179,1837,11/11/2009,5.5496,+41 15 37.4
362,M31_1,35336218,00 42 46.98,41 15 38.0,2018-07-06T01:28:57,2018-07-16T00:00:00,1927.047,1925.851,1940,17/07/2018,0.7101,+41 15 38.0
363,M31NovaeField,31028016,00 43 08.8,41 15 38.1,2016-08-18T20:18:58,2016-08-28T00:00:00,598.027,598.161,605,29/08/2016,4.4885,+41 15 38.1
364,M31_1,35336127,00 42 48.87,41 15 39.0,2015-08-04T23:58:58,2015-08-15T00:00:00,2000.851,2172.536,2203,15/08/2015,0.9828,+41 15 39.0
365,M31_1,35336132,00 42 41.14,41 15 39.2,2015-09-18T08:26:58,2015-09-28T00:00:00,2025.696,2024.066,2040,29/09/2015,0.778,+41 15 39.2
366,M31N2009-10b,31518007,00 42 09.75,41 15 39.2,2009-11-07T01:26:00,2016-04-26T00:00:00,767.231,765.552,782,18/11/2009,6.5206,+41 15 39.2
367,M31_1,35336147,00 42 58.43,41 15 39.5,2016-05-24T02:52:58,2016-06-03T00:00:00,2929.692,2873.226,2960,04/06/2016,2.6893,+41 15 39.5
368,M31center,31283019,00 42 30.45,41 15 40.3,2014-11-22T09:05:58,2018-03-16T00:00:00,4144.572,4140.985,4163,03/12/2014,2.6549,+41 15 40.3
369,M31_1,35336019,00 42 39.0,41 15 40.7,2009-12-26T06:13:00,2016-05-02T00:00:00,5200.156,5190.559,5262,06/01/2010,1.1088,+41 15 40.7
370,M31Center,32702054,00 42 58.97,41 15 41.0,2014-02-23T00:17:59,2018-02-01T00:00:00,3878.827,3870.944,3900,06/03/2014,2.7859,+41 15 41.0
371,M31center,31283003,00 42 34.30,41 15 41.2,2008-12-09T00:21:01,2015-11-26T00:00:00,916.262,896.744,950,20/12/2008,1.9427,+41 15 41.2
372,M31_1,35336030,00 42 49.67,41 15 41.2,2010-08-15T21:05:00,2016-08-04T00:00:00,2600.195,1744.106,1762,26/08/2010,1.0997,+41 15 41.2
373,M31center,31283001,00 42 36.53,41 15 41.9,2008-12-07T01:48:01,2015-11-26T00:00:00,1197.288,1198.263,1232,18/12/2008,1.5362,+41 15 41.9
374,"Non-GRB (10.679, 41.262)",32160001,00 42 42.96,41 15 42.1,2011-11-01T17:50:16,2016-10-13T00:00:00,466.232,461.816,422,12/11/2011,0.5129,+41 15 42.1
375,M31_1,35336170,00 42 31.8,41 15 42.2,2017-01-22T17:20:56,2017-02-01T00:00:00,1930.784,1918.261,1949,02/02/2017,2.5321,+41 15 42.2
376,M31_1,35336011,00 42 52.64,41 15 43.1,2009-06-24T15:58:33,2016-02-19T00:00:00,1084.433,1078.534,1096,05/07/2009,1.6154,+41 15 43.1
377,M31center,31283004,00 42 32.35,41 15 43.2,2008-12-10T02:03:01,2015-11-26T00:00:00,1053.065,1041.486,1061,21/12/2008,2.2944,+41 15 43.2
378,M31N2008/08b,31255021,00 42 36.50,41 15 43.3,2020-01-31T00:11:35,2020-02-10T00:00:00,2076.09,2075.126,2089,11/02/2020,1.5353,+41 15 43.3
379,M31_1,35336063,00 42 48.72,41 15 43.3,2012-08-05T03:01:00,2017-05-04T00:00:00,2071.017,2068.617,2084,16/08/2012,0.9238,+41 15 43.3
380,M31_1,35336046,00 42 33.64,41 15 43.9,2011-11-30T08:32:49,2016-10-15T00:00:00,898.26,895.421,912,11/12/2011,2.0552,+41 15 43.9
381,M31_1,35336151,00 42 49.45,41 15 44.5,2016-06-21T00:17:58,2016-07-01T00:00:00,1566.246,1559.988,1597,02/07/2016,1.0388,+41 15 44.5
382,M31_1,35336181,00 42 30.44,41 15 44.8,2017-07-21T06:45:57,2017-07-31T00:00:00,1983.639,977.616,1996,01/08/2017,2.6444,+41 15 44.8
383,M31NovaeField,31028015,00 43 00.45,41 15 44.8,2016-08-12T23:42:57,2016-08-22T00:00:00,1203.256,1201.639,1209,23/08/2016,3.051,+41 15 44.8
384,M31N2009-10b,31518002,00 42 07.74,41 15 45.1,2009-10-22T14:28:59,2016-04-26T00:00:00,6721.704,6655.94,6823,02/11/2009,6.8901,+41 15 45.1
385,M31_1,35336121,00 42 36.72,41 15 45.9,2013-09-16T08:16:59,2017-11-20T00:00:00,4049.281,4045.353,4067,27/09/2013,1.4839,+41 15 45.9
386,M31_1,35336012,00 42 50.97,41 15 46.3,2009-06-26T14:50:00,2016-02-19T00:00:00,1977.253,1976.492,1973,07/07/2009,1.2985,+41 15 46.3
387,M31_1,35336038,00 42 42.85,41 15 46.8,2011-10-05T19:44:00,2016-10-12T00:00:00,4140.931,4098.973,4161,16/10/2011,0.4611,+41 15 46.8
388,M31_Bulge,88208014,00 42 59.97,41 15 47.7,2019-07-09T10:01:36,2019-07-19T00:00:00,1563.176,1561.93,1570,20/07/2019,2.9568,+41 15 47.7
389,M31_1,35336048,00 42 31.88,41 15 47.7,2011-12-08T00:40:00,2016-10-17T00:00:00,3331.421,3320.611,3385,19/12/2011,2.3696,+41 15 47.7
390,M31_1,35336027,00 42 55.95,41 15 47.8,2010-07-30T05:20:00,2016-08-04T00:00:00,4284.167,4278.882,4367,10/08/2010,2.2066,+41 15 47.8
391,M31_1,35336028,00 42 49.29,41 15 48.6,2010-08-07T04:37:00,2016-08-04T00:00:00,1632.241,1629.397,1666,18/08/2010,0.9873,+41 15 48.6
392,M 31,32159010,00 43 06.6,41 15 48.8,2019-07-15T14:09:35,2019-07-25T00:00:00,1629.742,1629.22,1636,26/07/2019,4.0924,+41 15 48.8
393,M31N2009-10b,31518010,00 42 11.55,41 15 49.0,2009-11-15T05:20:59,2016-04-27T00:00:00,1865.925,1866.605,1900,26/11/2009,6.1728,+41 15 49.0
394,M31_1,35336212,00 42 50.33,41 15 49.3,2018-06-21T02:48:57,2018-07-01T00:00:00,2361.868,2293.446,2288,02/07/2018,1.1683,+41 15 49.3
395,M31_1,35336020,00 42 41.19,41 15 49.7,2009-12-27T01:37:00,2016-05-02T00:00:00,5277.75,5274.883,5365,07/01/2010,0.6721,+41 15 49.7
396,M31_1,35336013,00 42 50.93,41 15 49.9,2009-06-28T00:32:00,2016-02-19T00:00:00,900.116,900.132,917,09/07/2009,1.275,+41 15 49.9
397,M31N2009-10b,31518011,00 42 22.14,41 15 50.6,2009-11-18T15:26:00,2016-04-27T00:00:00,1581.321,1581.227,1617,29/11/2009,4.1846,+41 15 50.6
398,M31N2008/08b,31255019,00 42 50.95,41 15 50.6,2020-01-29T20:58:54,2020-02-08T00:00:00,1989.483,1988.308,0,09/02/2020,1.2758,+41 15 50.6
399,M31_1,35336036,00 42 51.21,41 15 50.8,2010-09-16T01:58:00,2016-08-07T00:00:00,3553.444,3548.926,3620,27/09/2010,1.3221,+41 15 50.8
400,M31_1,35336014,00 42 51.57,41 15 51.1,2009-06-30T05:34:59,2016-02-19T00:00:00,1108.213,1063.893,1199,11/07/2009,1.3872,+41 15 51.1
401,M31_1,35336018,00 42 38.50,41 15 51.3,2009-12-25T01:08:59,2016-05-02T00:00:00,5389.829,5384.706,5456,05/01/2010,1.1361,+41 15 51.3
402,M31,13977005,00 42 49.74,41 15 51.8,2021-05-26T04:29:00,2021-06-05T00:00:00,1002.907,999.229,1015,06/06/2021,1.0511,+41 15 51.8
403,M31_1,35336148,00 42 46.14,41 15 53.3,2016-06-07T04:55:58,2016-06-17T00:00:00,213.034,213.465,220,18/06/2016,0.4222,+41 15 53.3
404,M31_1,35336062,00 42 53.23,41 15 53.5,2012-07-27T18:30:58,2017-05-04T00:00:00,2306.701,2308.186,2323,07/08/2012,1.6883,+41 15 53.5
405,M31center,31283041,00 42 28.11,41 15 53.8,2020-11-25T15:10:35,2020-12-05T00:00:00,1962.612,1960.473,1975,06/12/2020,3.061,+41 15 53.8
406,M31_1,35336201,00 42 43.30,41 15 54.1,2018-06-10T11:32:57,2018-06-20T00:00:00,913.075,913.051,920,21/06/2018,0.3124,+41 15 54.1
407,M31_1,35336189,00 42 26.95,41 15 54.9,2017-11-01T12:31:57,2017-11-11T00:00:00,1045.54,1044.343,1052,12/11/2017,3.2777,+41 15 54.9
408,M31center,31283018,00 42 34.23,41 15 55.2,2014-11-18T07:59:59,2018-03-16T00:00:00,4335.173,4330.355,4353,29/11/2014,1.9141,+41 15 55.2
409,M31_1,35336210,00 42 50.96,41 15 55.3,2018-06-18T18:59:58,2018-06-28T00:00:00,1735.579,1604.705,1749,29/06/2018,1.2622,+41 15 55.3
410,M31_1,35336078,00 42 40.8,41 15 55.4,2012-12-06T10:35:59,2017-06-29T00:00:00,1945.752,1943.581,1960,17/12/2012,0.8317,+41 15 55.4
411,M31center,31283028,00 42 33.3,41 15 55.4,2015-01-17T10:52:59,2015-01-27T00:00:00,4076.844,4071.864,4101,28/01/2015,2.1377,+41 15 55.4
412,M31N2009-10b,31518012,00 42 16.47,41 15 55.8,2009-11-22T04:22:00,2016-04-27T00:00:00,5889.091,5765.141,6095,03/12/2009,5.2439,+41 15 55.8
413,M31_Bulge,88208004,00 42 35.3,41 15 57.0,2019-01-06T08:16:34,2019-01-16T00:00:00,2148.878,2146.796,2162,17/01/2019,1.763,+41 15 57.0
414,M31,13977025,00 42 30.34,41 15 57.0,2022-01-05T01:04:36,2022-01-15T00:00:00,2068.175,2065.473,2081,16/01/2022,2.6406,+41 15 57.0
415,M31,13977021,00 42 31.58,41 15 57.9,2021-12-08T07:10:35,2021-12-18T00:00:00,1941.352,1940.039,1955,19/12/2021,2.4066,+41 15 57.9
416,M31center,31283002,00 42 33.89,41 15 58.1,2008-12-08T03:30:01,2015-11-26T00:00:00,950.265,949.416,967,19/12/2008,1.9735,+41 15 58.1
417,M31_1,35336091,00 42 33.58,41 15 58.8,2013-01-28T14:54:58,2017-11-03T00:00:00,1504.5,1459.004,0,08/02/2013,2.0301,+41 15 58.8
418,M31_Bulge,88208005,00 42 30.47,41 15 58.9,2019-01-20T00:46:35,2019-01-30T00:00:00,2231.091,2228.528,2251,31/01/2019,2.6131,+41 15 58.9
419,M31_1,35336214,00 42 51.19,41 16 00.3,2018-06-22T01:13:57,2018-07-02T00:00:00,2120.219,2117.349,2132,03/07/2018,1.2928,+41 16 00.3
420,M31_1,35336060,00 42 49.11,41 16 00.7,2012-07-15T00:33:03,2017-05-02T00:00:00,1103.014,1100.192,1108,26/07/2012,0.9047,+41 16 00.7
421,M 31,32151007,00 42 47.30,41 16 01.1,2011-11-01T15:31:40,2016-10-13T00:00:00,139.664,0,110,12/11/2011,0.5689,+41 16 01.1
422,M31N2008/08b,31255013,00 42 59.83,41 16 02.7,2010-06-09T08:57:00,2016-07-15T00:00:00,4084.784,4080.194,4170,20/06/2010,2.9098,+41 16 02.7
423,M31_1,35336224,00 42 46.3,41 16 02.9,2018-09-24T11:50:57,2018-10-04T00:00:00,1785.216,1780.757,1803,05/10/2018,0.3299,+41 16 02.9
424,M31_1,35336162,00 42 33.72,41 16 03.2,2016-11-08T08:43:58,2016-11-18T00:00:00,2156.274,2153.262,2168,19/11/2016,1.9998,+41 16 03.2
425,M31center,31283017,00 42 36.81,41 16 03.2,2014-11-14T12:42:59,2018-03-16T00:00:00,4052.7,4049.677,4072,25/11/2014,1.4194,+41 16 03.2
426,M31_1,35336015,00 42 50.73,41 16 03.3,2009-07-02T00:54:00,2016-04-07T00:00:00,1040.514,1086.158,1103,13/07/2009,1.2021,+41 16 03.3
427,M31N-2019-09a,11555004,00 42 32.54,41 16 03.6,2019-09-20T11:10:36,2019-09-30T00:00:00,1361.465,1359.851,1367,01/10/2019,2.2203,+41 16 03.6
428,M31_1,35336222,00 42 50.6,41 16 03.9,2018-09-09T15:00:58,2018-09-19T00:00:00,428.584,427.173,442,20/09/2018,1.0756,+41 16 03.9
429,M 31,32159007,00 42 45.67,41 16 04.1,2011-11-01T17:47:53,2016-10-13T00:00:00,96.965,0,70,12/11/2011,0.2591,+41 16 04.1
430,M31N2008/08b,31255009,00 42 52.87,41 16 04.4,2008-10-15T03:35:00,2015-11-24T00:00:00,2494.748,2434.325,3158,26/10/2008,1.6027,+41 16 04.4
431,M31_1,35336044,00 42 41.67,41 16 04.4,2011-11-22T17:14:00,2016-10-15T00:00:00,1949.149,1943.072,1966,03/12/2011,0.509,+41 16 04.4
432,M31_1,35336228,00 42 32.33,41 16 04.6,2018-11-19T16:10:34,2018-11-29T00:00:00,1939.334,1600.38,1957,30/11/2018,2.2603,+41 16 04.6
433,M31_1,35336175,00 42 45.48,41 16 04.8,2017-05-26T11:41:57,2017-06-05T00:00:00,1932.472,1926.745,1955,06/06/2017,0.222,+41 16 04.8
434,M31_1,35336113,00 42 49.15,41 16 05.1,2013-07-30T06:49:59,2017-11-18T00:00:00,4001.692,3999.29,4016,10/08/2013,0.9037,+41 16 05.1
435,M31_1,35336105,00 43 04.44,41 16 05.1,2013-06-04T10:13:34,2017-11-11T00:00:00,599.947,595.226,701,15/06/2013,3.7755,+41 16 05.1
436,M31,10686022,00 41 38.87,41 16 05.4,2020-07-01T07:10:36,2020-07-11T00:00:00,1657.325,1656.604,1664,12/07/2020,12.3037,+41 16 05.4
437,M31_1,35336142,00 42 29.49,41 16 05.6,2016-01-29T14:18:57,2016-02-08T00:00:00,2367.623,2357.327,2388,09/02/2016,2.7933,+41 16 05.6
438,M31_1,35336139,00 42 39.56,41 16 06.2,2015-12-18T07:21:58,2015-12-28T00:00:00,1616.76,1610.177,1640,29/12/2015,0.9006,+41 16 06.2
439,M31Center,32702008,00 43 06.4,41 16 06.4,2013-02-15T05:55:59,2017-11-04T00:00:00,2635.16,2631.859,2655,26/02/2013,4.075,+41 16 06.4
440,M31_1,35336163,00 42 32.49,41 16 06.5,2016-11-22T07:51:23,2016-12-02T00:00:00,411.193,411.164,418,03/12/2016,2.2285,+41 16 06.5
441,"Non-GRB (11.139, 41.269)",32153001,00 44 33.41,41 16 07.9,2011-11-01T15:36:31,2016-10-13T00:00:00,82.731,79.161,88,12/11/2011,20.4921,+41 16 07.9
442,M31_1,35336080,00 42 31.49,41 16 08.6,2012-12-14T15:59:59,2017-06-30T00:00:00,2015.864,2012.217,1973,25/12/2012,2.4156,+41 16 08.6
443,M31N2008/08b,31255017,00 43 03.2,41 16 09.1,2010-06-21T06:54:39,2016-07-16T00:00:00,1349.802,1351.323,1386,02/07/2010,3.508,+41 16 09.1
444,M31_1,35336076,00 42 34.24,41 16 09.6,2012-11-28T23:00:35,2017-06-29T00:00:00,952.774,950.563,958,09/12/2012,1.9007,+41 16 09.6
445,"Non-GRB (10.701, 41.269)",35336158,00 42 48.18,41 16 10.2,2016-09-27T12:05:57,2016-10-07T00:00:00,357.892,357.103,365,08/10/2016,0.7201,+41 16 10.2
446,M31,10686027,00 41 33.86,41 16 10.3,2022-10-14T13:50:38,2022-10-24T00:00:00,1694.926,1693.476,1610,25/10/2022,13.2457,+41 16 10.3
447,M31_1,35336223,00 42 46.65,41 16 10.6,2018-09-13T17:33:57,2018-09-23T00:00:00,1492.37,1487.547,1560,24/09/2018,0.4325,+41 16 10.6
448,M31_1,35336004,00 42 51.71,41 16 11.1,2009-06-12T15:08:00,2016-02-18T00:00:00,2236.6,2233.394,1919,23/06/2009,1.3837,+41 16 11.1
449,M31_1,35336006,00 42 51.79,41 16 11.7,2009-06-15T13:48:00,2016-02-18T00:00:00,2645.87,2647.68,2716,26/06/2009,1.3983,+41 16 11.7
450,M31_1,35336205,00 42 48.41,41 16 11.9,2018-06-13T00:17:57,2018-06-23T00:00:00,2041.902,2038.905,2062,24/06/2018,0.7641,+41 16 11.9
451,M31,10686016,00 41 23.58,41 16 12.2,2019-12-01T04:09:36,2019-12-11T00:00:00,2203.918,2202.16,2217,12/12/2019,15.1779,+41 16 12.2
452,M31,10686001,00 41 47.50,41 16 12.5,2018-05-26T06:41:57,2018-06-05T00:00:00,2015.914,2014.832,2029,06/06/2018,10.6819,+41 16 12.5
453,M31,10686006,00 41 19.10,41 16 13.5,2018-10-26T15:11:56,2018-11-05T00:00:00,1986.353,1984.149,2000,06/11/2018,16.0187,+41 16 13.5
454,M31Center,32702010,00 43 03.76,41 16 15.5,2013-02-17T17:01:58,2017-11-04T00:00:00,2644.524,2641.115,2655,28/02/2013,3.6497,+41 16 15.5
455,"Non-GRB (11.138, 41.271)",32161001,00 44 33.16,41 16 15.8,2011-11-01T17:51:21,2016-10-13T00:00:00,413.884,411.274,438,12/11/2011,20.4455,+41 16 15.8
456,M31_1,35336084,00 42 41.81,41 16 15.8,2012-12-30T08:32:59,2017-06-30T00:00:00,2151.441,2148.97,0,10/01/2013,0.4924,+41 16 15.8
457,M31_1,35336081,00 42 31.15,41 16 16.5,2012-12-18T12:55:59,2017-06-30T00:00:00,2093.591,2090.661,2106,29/12/2012,2.4842,+41 16 16.5
458,M31,10686007,00 41 32.77,41 16 17.0,2019-01-01T02:18:35,2019-01-11T00:00:00,2346.848,2344.904,2360,12/01/2019,13.4506,+41 16 17.0
459,M31_1,35336005,00 42 52.16,41 16 17.3,2009-06-14T13:42:00,2016-02-18T00:00:00,2650.65,2649.522,2728,25/06/2009,1.4744,+41 16 17.3
460,M31_1,35336007,00 42 51.11,41 16 18.6,2009-06-16T13:53:00,2016-02-18T00:00:00,1184.335,1186.612,1264,27/06/2009,1.2817,+41 16 18.6
461,M31_1,35336200,00 43 01.82,41 16 18.8,2018-05-25T03:35:56,2018-06-04T00:00:00,1646.462,1644.214,1658,05/06/2018,3.2876,+41 16 18.8
462,M31,13977010,00 42 51.41,41 16 18.9,2021-07-07T02:50:35,2021-07-17T00:00:00,1607.183,1604.297,1612,18/07/2021,1.3383,+41 16 18.9
463,M31Center,32702024,00 43 04.56,41 16 19.5,2013-03-03T04:55:59,2017-11-04T00:00:00,2658.724,2657.864,2672,14/03/2013,3.8012,+41 16 19.5
464,M31_1,35336193,00 42 28.66,41 16 19.7,2017-12-28T03:56:57,2018-01-07T00:00:00,3983.529,3981.593,4002,08/01/2018,2.9539,+41 16 19.7
465,M31NovaeField,31028014,00 43 04.88,41 16 21.1,2016-08-11T01:43:39,2016-08-21T00:00:00,1491.642,1486.09,1515,22/08/2016,3.8637,+41 16 21.1
466,M31_1,35336083,00 42 33.3,41 16 21.3,2012-12-26T06:52:58,2017-06-30T00:00:00,2020.872,2016.465,2040,06/01/2013,2.138,+41 16 21.3
467,M31_1,35336207,00 42 45.19,41 16 21.4,2018-06-15T20:54:56,2018-06-25T00:00:00,681.978,680.963,689,26/06/2018,0.2647,+41 16 21.4
468,M31_1,35336227,00 42 32.59,41 16 21.7,2018-11-05T09:36:58,2018-11-15T00:00:00,1365.106,1362.08,1378,16/11/2018,2.2199,+41 16 21.7
469,M31_1,35336077,00 42 37.24,41 16 21.8,2012-12-02T07:24:53,2017-06-29T00:00:00,185.522,183.963,198,13/12/2012,1.3547,+41 16 21.8
470,M31_1,35336061,00 42 52.45,41 16 23.0,2012-07-19T02:07:59,2017-05-02T00:00:00,2149.868,2145.583,2161,30/07/2012,1.5412,+41 16 23.0
471,M31,13977011,00 42 41.18,41 16 23.2,2021-07-21T05:05:34,2021-07-31T00:00:00,1796.821,1791.084,1815,01/08/2021,0.6425,+41 16 23.2
472,M31_1,35336054,00 42 48.29,41 16 23.3,2012-06-09T06:17:00,2017-04-26T00:00:00,2018.529,2017.424,2032,20/06/2012,0.7793,+41 16 23.3
473,M31_1,35336161,00 42 32.35,41 16 24.6,2016-10-24T03:48:58,2016-11-03T00:00:00,1946.049,1943.747,1974,04/11/2016,2.2712,+41 16 24.6
474,M31,13977017,00 42 36.4,41 16 24.6,2021-10-13T11:45:34,2021-10-23T00:00:00,1541.981,1538.927,1553,24/10/2021,1.5834,+41 16 24.6
475,"Non-GRB (10.217, 41.274)",32156001,00 40 52.14,41 16 24.7,2011-11-01T15:41:50,2016-10-13T00:00:00,52.644,50.123,58,12/11/2011,21.086,+41 16 24.7
476,M31OpticalNovae,30975004,00 42 55.42,41 16 24.7,2007-08-07T12:05:01,2015-07-19T00:00:00,1529.426,1525.632,1579,18/08/2007,2.0963,+41 16 24.7
477,M31,13977024,00 42 30.41,41 16 26.2,2022-01-03T12:37:35,2022-01-13T00:00:00,1120.764,1118.573,1127,14/01/2022,2.6359,+41 16 26.2
478,M31_1,35336177,00 42 45.91,41 16 26.3,2017-06-13T00:17:57,2017-06-23T00:00:00,692.009,690.164,697,24/06/2017,0.4155,+41 16 26.3
479,M31_1,35336104,00 42 40.65,41 16 27.5,2013-05-31T12:58:58,2017-11-11T00:00:00,4078.451,4074.612,4099,11/06/2013,0.7622,+41 16 27.5
480,M31,10686021,00 41 33.11,41 16 27.6,2020-06-01T00:37:35,2020-06-12T00:00:00,1624.73,1624.851,1632,12/06/2020,13.3898,+41 16 27.6
481,M31Center,32702009,00 43 11.97,41 16 27.7,2013-02-16T05:46:58,2017-11-04T00:00:00,2476.412,2469.631,2470,27/02/2013,5.1985,+41 16 27.7
482,M31_1,35336190,00 42 30.57,41 16 27.7,2017-11-02T01:15:57,2017-11-12T00:00:00,893.027,892.652,900,13/11/2017,2.6086,+41 16 27.7
483,"Non-GRB (10.233, 41.275)",32164001,00 40 56.4,41 16 28.6,2011-11-01T19:03:31,2016-10-13T00:00:00,463.704,461,476,12/11/2011,20.3545,+41 16 28.6
484,M31Center,32702012,00 43 07.20,41 16 29.8,2013-02-19T01:04:59,2017-11-04T00:00:00,2502.332,2499.089,2514,02/03/2013,4.3073,+41 16 29.8
485,M31,10686003,00 41 37.80,41 16 30.0,2018-07-26T01:08:57,2018-08-05T00:00:00,1918.225,1915.414,1930,06/08/2018,12.5089,+41 16 30.0
486,M31center,31283039,00 42 32.24,41 16 30.2,2020-10-28T14:38:34,2020-11-07T00:00:00,1793.847,1792.563,1807,08/11/2020,2.3032,+41 16 30.2
487,M31Center,32702055,00 43 04.29,41 16 30.3,2014-02-27T19:34:59,2018-02-01T00:00:00,3787.642,3782.261,3806,10/03/2014,3.7643,+41 16 30.3
488,M31Center,32702005,00 43 13.10,41 16 30.4,2013-02-12T00:50:59,2017-11-03T00:00:00,2489.247,2485.044,2500,23/02/2013,5.4148,+41 16 30.4
489,M31OpticalNovae,30975001,00 42 42.73,41 16 31.1,2007-07-29T20:24:45,2015-07-17T00:00:00,1597.149,1595.592,1612,09/08/2007,0.4824,+41 16 31.1
490,M31 SWIFT J004217.4+411532,30804001,00 42 17.5,41 16 31.9,2006-09-11T16:49:19,2015-04-10T00:00:00,3985.911,3965.133,4022,22/09/2006,5.1451,+41 16 31.9
491,M31_C4,37719001,00 42 56.40,41 16 32.6,2008-05-26T16:52:01,2015-10-03T00:00:00,4944.055,4901.121,5012,06/06/2008,2.2994,+41 16 32.6
492,M31,10686010,00 41 57.4,41 16 33.4,2019-06-01T15:07:35,2019-06-11T00:00:00,1777.236,1776.554,1791,12/06/2019,8.8982,+41 16 33.4
493,M31_1,35336051,00 42 38.72,41 16 33.5,2012-01-01T13:32:00,2017-04-13T00:00:00,4114.48,4110.359,4133,12/01/2012,1.1359,+41 16 33.5
494,"Non-GRB (10.688, 41.276)",32152001,00 42 45.2,41 16 33.5,2011-11-01T15:34:45,2016-10-13T00:00:00,83.23,83.133,0,12/11/2011,0.4333,+41 16 33.5
495,M31_1,35336047,00 42 37.40,41 16 33.8,2011-12-05T02:03:00,2016-10-15T00:00:00,25.053,23.313,36,16/12/2011,1.3719,+41 16 33.8
496,M31_1,35336082,00 42 34.22,41 16 34.2,2012-12-22T13:16:59,2017-06-30T00:00:00,2010.85,2008.025,2022,02/01/2013,1.9507,+41 16 34.2
497,M31Center,32702051,00 43 02.22,41 16 34.5,2014-02-11T00:31:35,2018-01-31T00:00:00,3271.73,3261.276,3314,22/02/2014,3.3844,+41 16 34.5
498,M31_Bulge,88208003,00 42 33.80,41 16 34.5,2018-01-04T00:15:57,2018-01-14T00:00:00,1969.669,1969.862,1984,15/01/2018,2.0284,+41 16 34.5
499,M31_1,35336195,00 42 36.42,41 16 34.7,2018-01-14T02:52:57,2018-01-24T00:00:00,1815.273,1810.226,1829,25/01/2018,1.5528,+41 16 34.7
500,M31_1,35336008,00 42 51.67,41 16 35.1,2009-06-18T15:41:00,2016-02-19T00:00:00,1046.328,1046.241,1080,29/06/2009,1.4442,+41 16 35.1
