Row,name,obsid,ra,dec,start_time,processing_date,xrt_exposure,uvot_exposure,bat_exposure,archive_date,_offset,"""dec2"""
26,M31_S3,37725003,00 43 14.7,41 01 24.3,2009-08-23T07:11:00,2016-04-09T00:00:00,439.371,430.35,457,03/09/2009,15.7655,+41 01 24.3
27,AT2020qxo,13659004,00 42 06.91,41 01 25.8,2020-08-19T13:29:35,2020-08-29T00:00:00,1717.345,1714.692,0,30/08/2020,16.3148,+41 01 25.8
28,Bol111,31017001,00 42 26.93,41 01 39.8,2007-11-18T09:31:11,2015-08-04T00:00:00,1855.803,1851.324,1904,29/11/2007,14.8469,+41 01 39.8
29,M31_Field_K,88741001,00 43 03.76,41 01 58.1,2018-12-24T20:42:36,2019-01-03T00:00:00,1363.941,1364.993,1379,04/01/2019,14.6391,+41 01 58.1
30,M31_C3,37718002,00 41 43.31,41 02 26.9,2009-10-28T08:35:00,2016-04-26T00:00:00,7228.015,7142.767,7342,08/11/2009,17.8768,+41 02 26.9
31,M31_S3,37725002,00 43 10.1,41 02 37.8,2008-07-09T10:03:01,2015-10-14T00:00:00,2535.267,2613.446,2697,20/07/2008,14.3507,+41 02 37.8
32,BOL_82,88162002,00 42 11.37,41 02 38.9,2018-01-13T04:13:57,2018-01-23T00:00:00,1894.718,1891.517,1307,24/01/2018,14.8542,+41 02 38.9
33,SwiftJ004327.6+410452,33088003,00 43 30.11,41 03 29.2,2014-05-29T00:17:00,2018-02-19T00:00:00,4041.752,4037.442,4060,09/06/2014,15.3087,+41 03 29.2
34,SwiftJ004234.8+410417,33351002,00 42 45.15,41 04 10.1,2014-08-01T01:28:59,2018-02-28T00:00:00,2013.875,2013.982,2029,12/08/2014,11.9768,+41 04 10.1
35,Bol194,31027005,00 43 40.8,41 04 10.6,2007-12-30T00:24:01,2015-08-28T00:00:00,4042.228,4040.366,4159,10/01/2008,15.9127,+41 04 10.6
36,M31_Field_K,88741002,00 43 12.46,41 04 11.9,2018-12-25T03:08:34,2019-01-04T00:00:00,1162.431,1123.339,1170,05/01/2019,13.065,+41 04 11.9
37,Automatic Target,652824000,00 40 56.21,41 04 15.6,2015-08-21T02:01:41,2015-08-31T00:00:00,1440.996,1357.523,7420.052,01/09/2015,23.5672,+41 04 15.6
38,Bol194,31027004,00 43 36.21,41 05 25.7,2007-12-16T18:35:00,2015-08-05T00:00:00,3918.889,3914.745,3984,27/12/2007,14.4924,+41 05 25.7
39,Bol194,31027006,00 43 42.18,41 05 26.9,2008-01-13T17:47:01,2015-09-11T00:00:00,4021.696,4017.12,4088,24/01/2008,15.258,+41 05 26.9
40,SwiftJ004327.6+410452,33088001,00 43 26.49,41 05 36.3,2014-01-09T16:00:07,2018-01-30T00:00:00,1983.265,1979.35,2002,20/01/2014,13.1876,+41 05 36.3
41,M31N1963-09c,31861021,00 42 48.17,41 05 52.1,2015-11-04T00:40:58,2015-11-14T00:00:00,2858.084,2801.778,2889,15/11/2015,10.3004,+41 05 52.1
42,Bol194,31027003,00 43 36.75,41 06 02.5,2007-12-03T05:50:01,2015-08-04T00:00:00,3660.436,3624.723,3707,14/12/2007,14.1155,+41 06 02.5
43,M31N1963-09c,31861035,00 42 41.31,41 06 10.7,2020-11-13T14:45:34,2020-11-23T00:00:00,2627.714,2604.276,2640,24/11/2020,9.9821,+41 06 10.7
44,M31N1963-09c,31861034,00 42 55.83,41 06 20.0,2020-11-05T17:15:35,2020-11-15T00:00:00,1701.157,1672.999,1721,16/11/2020,10.0461,+41 06 20.0
45,M31N1963-09c,31861019,00 42 48.63,41 06 21.2,2015-11-02T16:55:58,2015-11-12T00:00:00,2981.911,2958.367,3002,13/11/2015,9.8239,+41 06 21.2
46,M31N1963-09c,31861023,00 42 44.51,41 06 21.5,2015-11-06T08:52:57,2015-11-16T00:00:00,2915.194,2870.888,2941,17/11/2015,9.7849,+41 06 21.5
47,M31N1963-09c,31861001,00 42 43.6,41 06 24.3,2010-11-07T01:24:00,2016-08-18T00:00:00,7847.207,7837.366,7997,18/11/2010,9.7422,+41 06 24.3
48,M31N1963-09c,31861022,00 42 56.9,41 06 26.1,2015-11-05T08:52:57,2015-11-15T00:00:00,2804.819,2768.844,2823,16/11/2015,9.957,+41 06 26.1
49,Bol194,31027001,00 43 36.31,41 06 28.9,2007-11-24T08:02:01,2015-08-04T00:00:00,7292.804,7117.734,7411,05/12/2007,13.7446,+41 06 28.9
50,M31N1963-09c,31861003,00 42 48.76,41 06 31.1,2010-11-09T12:42:00,2016-08-18T00:00:00,7841.923,7836.02,7903,20/11/2010,9.6613,+41 06 31.1
51,M31N1963-09c,31861007,00 42 48.26,41 06 34.5,2010-11-17T02:10:00,2016-08-18T00:00:00,8201.044,8196.886,8286,28/11/2010,9.5972,+41 06 34.5
52,M31N1963-09c,31861010,00 42 58.55,41 06 36.3,2010-11-23T01:10:59,2016-08-18T00:00:00,7963.243,7945.742,8128,04/12/2010,9.9055,+41 06 36.3
53,M31N1963-09c,31861009,00 42 50.40,41 06 38.0,2010-11-21T00:49:59,2016-08-18T00:00:00,8457.122,8445.401,8594,02/12/2010,9.5783,+41 06 38.0
54,M31N1963-09c,31861002,00 42 59.14,41 06 40.5,2010-11-06T04:49:14,2016-08-18T00:00:00,3978.951,3974.123,4047,17/11/2010,9.8693,+41 06 40.5
55,M31N1963-09c,31861011,00 42 50.95,41 06 42.7,2010-11-27T23:59:00,2016-08-19T00:00:00,16071.188,16143.732,16681,08/12/2010,9.5128,+41 06 42.7
56,M31N1923-12c,14412018,00 42 44.22,41 06 43.2,2021-07-27T04:22:37,2021-08-06T00:00:00,1362.739,1356.972,1381,07/08/2021,9.4239,+41 06 43.2
57,M31N1963-09c,31861005,00 42 44.73,41 06 55.0,2010-11-13T02:12:53,2016-08-18T00:00:00,6849.776,6841.713,6947,24/11/2010,9.2281,+41 06 55.0
58,M31N1963-09c,31861024,00 42 42.78,41 06 55.2,2015-11-13T03:13:58,2015-11-23T00:00:00,3078.767,3071.223,1993,24/11/2015,9.2294,+41 06 55.2
59,Bol194,31027002,00 43 34.11,41 06 55.4,2007-12-02T15:25:00,2015-08-04T00:00:00,1017.964,1017.953,1035,13/12/2007,13.1398,+41 06 55.4
60,M31N1963-09c,31861033,00 42 59.42,41 06 57.3,2020-11-04T15:55:36,2020-11-14T00:00:00,273.278,261.524,234,15/11/2020,9.6159,+41 06 57.3
61,M31N1963-09c,31861025,00 42 44.53,41 06 58.3,2015-11-14T01:35:02,2015-11-24T00:00:00,5594.105,5586.585,5637,25/11/2015,9.1728,+41 06 58.3
62,M31N1963-09c,31861004,00 42 46.17,41 07 07.0,2010-11-11T00:08:59,2016-08-18T00:00:00,8049.364,8047.003,8210,22/11/2010,9.0344,+41 07 07.0
63,M31N1963-09c,31861014,00 42 52.45,41 07 11.3,2010-12-05T00:38:00,2016-08-19T00:00:00,10576.333,10570.829,10752,16/12/2010,9.084,+41 07 11.3
64,M31N1963-09c,31861020,00 42 40.65,41 07 13.1,2015-11-03T02:34:58,2015-11-13T00:00:00,1683.412,1641.887,1709,14/11/2015,8.9519,+41 07 13.1
65,M31N1963-09c,31861030,00 42 42.19,41 07 15.4,2015-11-19T07:58:14,2015-11-29T00:00:00,1062.451,1058.443,1081,30/11/2015,8.8968,+41 07 15.4
66,M31N1963-09c,31861026,00 42 46.37,41 07 16.0,2015-11-15T12:34:58,2015-11-25T00:00:00,5858.437,5853.185,5890,26/11/2015,8.8848,+41 07 16.0
67,M31_C3,37718001,00 42 04.44,41 07 16.8,2008-05-26T07:04:00,2015-10-03T00:00:00,4827.509,4775.182,4914,06/06/2008,11.6164,+41 07 16.8
68,M31N1923-12c,14412017,00 42 42.93,41 07 18.9,2021-07-24T14:24:47,2021-08-03T00:00:00,484.008,481.741,496,04/08/2021,8.8336,+41 07 18.9
69,M31N1963-09c,31861029,00 42 43.18,41 07 18.9,2015-11-18T12:22:58,2015-11-28T00:00:00,1702.451,1247.437,1714,29/11/2015,8.8317,+41 07 18.9
70,M31N1963-09c,31861015,00 42 51.35,41 07 22.6,2010-12-09T00:57:00,2016-08-19T00:00:00,9231.631,9221.193,9363,20/12/2010,8.8661,+41 07 22.6
71,M31N1923-12c,14412013,00 42 38.58,41 07 25.6,2021-07-15T15:02:35,2021-07-25T00:00:00,1723.637,1722.007,1737,26/07/2021,8.785,+41 07 25.6
72,M31N1963-09c,31861017,00 42 47.42,41 07 31.0,2010-12-17T00:23:00,2016-08-21T00:00:00,9614.931,9603.749,9709,28/12/2010,8.6462,+41 07 31.0
73,M31N1963-09c,31861012,00 42 57.52,41 07 32.6,2010-11-30T03:15:00,2016-08-19T00:00:00,11065.982,11058.804,11217,11/12/2010,8.9508,+41 07 32.6
74,M31N1923-12c,14412019,00 42 44.88,41 07 34.6,2021-07-30T00:41:34,2021-08-09T00:00:00,1531.957,1531.557,1539,10/08/2021,8.5684,+41 07 34.6
75,M31N1963-09c,31861016,00 42 47.70,41 07 34.7,2010-12-13T12:40:00,2016-08-20T00:00:00,8504.443,8452.243,8643,24/12/2010,8.5881,+41 07 34.7
76,M31N1963-09c,31861013,00 42 51.31,41 07 40.9,2010-12-01T08:19:00,2016-08-19T00:00:00,4957.412,5035.238,5088,12/12/2010,8.5635,+41 07 40.9
77,M31N1963-09c,31861008,00 42 46.14,41 07 45.1,2010-11-19T13:59:00,2016-08-18T00:00:00,7856.263,7853.806,7977,30/11/2010,8.3987,+41 07 45.1
78,M31_N2,37711001,00 40 39.45,41 07 45.9,2008-07-06T03:15:01,2015-10-14T00:00:00,516.91,504.392,570,17/07/2008,24.9435,+41 07 45.9
79,M31N1923-12c,14412008,00 42 30.1,41 07 47.6,2021-07-10T13:58:34,2021-07-20T00:00:00,1796.211,1795.651,1811,21/07/2021,8.7746,+41 07 47.6
80,M31N1923-12c,14412011,00 42 47.19,41 07 47.9,2021-07-13T12:10:34,2021-07-23T00:00:00,1614.59,1612.869,1634,24/07/2021,8.3619,+41 07 47.9
81,M31N1963-09c,31861031,00 42 43.88,41 07 50.2,2015-11-20T13:59:57,2015-11-30T00:00:00,4861.867,4855.477,4862,01/12/2015,8.3075,+41 07 50.2
82,M31N1923-12c,14412016,00 42 31.6,41 07 50.3,2021-07-21T20:50:36,2021-07-31T00:00:00,1491.829,1489.51,1504,01/08/2021,8.673,+41 07 50.3
83,M31N1963-09c,31861006,00 42 48.95,41 07 50.8,2010-11-15T03:48:00,2016-08-18T00:00:00,7984.584,7982.009,8086,26/11/2010,8.3418,+41 07 50.8
84,M31N1923-12c,14412020,00 42 44.69,41 08 01.0,2021-08-02T02:16:35,2021-08-12T00:00:00,1374.562,1370.818,1393,13/08/2021,8.1277,+41 08 01.0
85,M31N1923-12c,14412003,00 42 34.17,41 08 01.3,2021-07-06T17:15:48,2021-07-16T00:00:00,1945.34,1942.72,1958,17/07/2021,8.3452,+41 08 01.3
86,M31N1963-09c,31861028,00 42 43.1,41 08 06.0,2015-11-16T23:58:58,2015-11-27T00:00:00,5290.089,5456.342,5522,27/11/2015,8.0475,+41 08 06.0
87,M31N1923-12c,14412014,00 42 38.21,41 08 13.8,2021-07-16T11:50:35,2021-07-26T00:00:00,1002.996,999.13,1013,27/07/2021,7.9975,+41 08 13.8
88,M31N1963-09c,31861032,00 42 47.6,41 08 14.3,2015-11-24T00:49:58,2015-12-04T00:00:00,4891.114,4890.242,4919,05/12/2015,7.9227,+41 08 14.3
89,SwiftJ004327.6+410452,33088002,00 43 22.99,41 08 14.3,2014-03-06T03:31:59,2018-02-01T00:00:00,4192.23,4187.07,4210,17/03/2014,10.7389,+41 08 14.3
90,M31N1923-12c,14412009,00 42 32.98,41 08 14.4,2021-07-11T21:45:35,2021-07-21T00:00:00,1476.799,1476.215,1484,22/07/2021,8.188,+41 08 14.4
91,M31N1923-12c,14412012,00 42 43.90,41 08 29.3,2021-07-14T03:42:34,2021-07-24T00:00:00,1567.69,1566.52,1582,25/07/2021,7.6556,+41 08 29.3
92,M31N2007-11f,34925001,00 41 15.89,41 08 35.4,2017-01-29T15:01:56,2017-02-08T00:00:00,3953.999,3703.31,3994,09/02/2017,18.2726,+41 08 35.4
93,M31N1963-09c,31861027,00 42 48.86,41 08 50.4,2015-11-16T09:22:58,2015-11-26T00:00:00,4891.48,4881.78,4926,27/11/2015,7.3535,+41 08 50.4
94,M31N1923-12c,14412010,00 42 32.76,41 08 51.6,2021-07-12T23:01:35,2021-07-22T00:00:00,1583.199,1582.694,1590,23/07/2021,7.6027,+41 08 51.6
95,M31N1923-12c,14412001,00 42 42.66,41 08 59.4,2021-07-04T14:26:35,2021-07-14T00:00:00,2146.241,2144.821,2159,15/07/2021,7.1616,+41 08 59.4
96,M31N1963-09c,31861018,00 42 55.25,41 09 04.8,2015-11-01T11:54:09,2015-11-11T00:00:00,2983.562,2955.432,3002,12/11/2015,7.356,+41 09 04.8
97,"Burst (10.589, 41.153)",781740001,00 42 21.35,41 09 09.6,2017-10-23T13:33:52,2017-11-02T00:00:00,4981.125,4978.77,5002,03/11/2017,8.2144,+41 09 09.6
98,M31N1923-12c,14412002,00 42 40.92,41 09 13.6,2021-07-05T17:39:36,2021-07-15T00:00:00,1478.202,1477.716,1486,16/07/2021,6.9473,+41 09 13.6
99,M31Center,32702035,00 42 51.71,41 09 23.0,2013-11-03T00:17:59,2017-12-03T00:00:00,4179.562,4178.288,4202,14/11/2013,6.9002,+41 09 23.0
100,M31N1923-12c,14412007,00 42 29.49,41 09 33.6,2021-07-09T17:07:34,2021-07-19T00:00:00,1941.072,1939.146,1954,20/07/2021,7.1527,+41 09 33.6
101,M31Center,32702080,00 43 00.80,41 09 39.2,2014-09-27T16:40:25,2018-03-03T00:00:00,2938.551,2936.147,2957,08/10/2014,7.1906,+41 09 39.2
102,M31N1923-12c,14412005,00 42 48.14,41 09 44.0,2021-07-07T00:00:19,2021-07-17T00:00:00,1510.935,1508.299,1525,18/07/2021,6.4498,+41 09 44.0
103,M31_1,35336155,00 42 45.60,41 09 44.2,2016-08-16T13:40:58,2016-08-26T00:00:00,2066.131,1411.353,2085,27/08/2016,6.4123,+41 09 44.2
104,M31,13977012,00 42 50.78,41 09 55.4,2021-08-04T08:11:34,2021-08-14T00:00:00,1303.012,1302.326,1310,15/08/2021,6.3369,+41 09 55.4
105,M31N1923-12c,14412006,00 42 39.73,41 09 58.3,2021-07-08T03:02:34,2021-07-18T00:00:00,1994.345,1990.813,2013,19/07/2021,6.2323,+41 09 58.3
106,PNVJ00422136+4113004,32901001,00 42 25.33,41 10 01.0,2013-08-09T16:53:59,2017-11-19T00:00:00,1623.172,1622.038,1630,20/08/2013,7.0952,+41 10 01.0
107,M 31,32159018,00 43 05.64,41 10 04.1,2019-08-23T07:45:34,2019-09-02T00:00:00,1787.837,1786.13,1809,03/09/2019,7.2752,+41 10 04.1
108,M31N1923-12c,14412015,00 42 44.28,41 10 15.1,2021-07-17T13:01:34,2021-07-27T00:00:00,1627.239,1626.241,1631,28/07/2021,5.8915,+41 10 15.1
109,M31N2006-11a,30968004,00 42 57.2,41 10 32.6,2007-07-18T21:01:00,2015-07-17T00:00:00,2825.716,2822.928,2858,29/07/2007,6.0858,+41 10 32.6
110,M31Center,32702076,00 43 01.87,41 10 42.4,2014-09-11T04:33:59,2018-03-02T00:00:00,4057.423,4053.66,4075,22/09/2014,6.3578,+41 10 42.4
111,M31Center,32702034,00 42 59.2,41 10 42.8,2013-10-30T00:09:59,2017-12-03T00:00:00,3911.485,4093.566,4123,10/11/2013,6.0914,+41 10 42.8
112,PNVJ00422136+4113004,32901003,00 42 14.24,41 10 50.4,2013-08-13T23:12:59,2017-11-19T00:00:00,1368.212,1366.195,1374,24/08/2013,7.7582,+41 10 50.4
113,M31_1,35336131,00 42 57.37,41 10 56.5,2015-09-02T04:43:57,2015-09-12T00:00:00,1948.629,1948.436,1963,13/09/2015,5.7491,+41 10 56.5
114,M31Center,32702031,00 42 57.58,41 10 59.6,2013-10-18T10:46:59,2017-12-02T00:00:00,1682.394,1679.74,1446,29/10/2013,5.7206,+41 10 59.6
115,M31Center,32702078,00 43 06.28,41 11 03.7,2014-09-19T08:45:59,2018-03-02T00:00:00,3550.871,2113.234,3569,30/09/2014,6.5445,+41 11 03.7
116,Automatic Target,781740000,00 42 27.95,41 11 20.2,2017-10-23T08:18:15,2017-11-02T00:00:00,1273.235,9.301,4028.04,03/11/2017,5.711,+41 11 20.2
117,M31Center,32702081,00 43 07.43,41 11 21.3,2014-10-01T22:59:08,2018-03-14T00:00:00,1311.316,1311.527,1319,12/10/2014,6.4624,+41 11 21.3
118,M31_1,35336156,00 42 48.66,41 11 22.7,2016-08-29T23:58:59,2016-09-09T00:00:00,1876.863,1920.07,1935,09/09/2016,4.8339,+41 11 22.7
119,M31Center,32702071,00 42 55.53,41 11 26.2,2014-08-22T19:04:25,2018-03-01T00:00:00,3096.494,1883.11,3114,02/09/2014,5.1552,+41 11 26.2
120,M31Center,32702037,00 42 54.32,41 11 32.0,2013-11-11T00:05:59,2017-12-03T00:00:00,3168.791,3249.813,3279,22/11/2013,4.9777,+41 11 32.0
121,M31Center,32702077,00 43 08.71,41 11 32.3,2014-09-15T10:26:59,2018-03-02T00:00:00,3151.471,3148.608,3172,26/09/2014,6.495,+41 11 32.3
122,M31Center,32702064,00 42 57.32,41 11 33.5,2014-07-29T19:05:59,2018-02-28T00:00:00,4046.763,2840.458,4063,09/08/2014,5.1928,+41 11 33.5
123,M31Center,32702033,00 43 10.53,41 11 34.2,2013-10-26T01:51:59,2017-12-03T00:00:00,1977.259,1976.669,1861,06/11/2013,6.7194,+41 11 34.2
124,M31Center,32702044,00 42 54.33,41 11 35.6,2013-12-20T01:17:59,2017-12-05T00:00:00,3447.426,3442.812,3480,31/12/2013,4.9212,+41 11 35.6
125,M31Center,32702032,00 42 55.98,41 11 39.2,2013-10-22T09:18:58,2017-12-02T00:00:00,3828.644,3823.734,3847,02/11/2013,4.9937,+41 11 39.2
126,PNVJ00422136+4113004,32901002,00 42 10.78,41 11 41.5,2013-08-11T07:13:59,2017-11-19T00:00:00,1569.722,1568.815,1583,22/08/2013,7.7241,+41 11 41.5
127,M31N2006-11c,33653004,00 41 31.2,41 11 41.5,2015-03-12T02:28:59,2015-03-22T00:00:00,5117.709,5114.344,5154,23/03/2015,14.4878,+41 11 41.5
128,M31_1,35336150,00 42 30.55,41 11 44.3,2016-06-15T13:44:57,2016-06-25T00:00:00,1584.604,1584.04,1598,26/06/2016,5.1119,+41 11 44.3
129,M31Center,32702039,00 42 51.94,41 11 52.9,2013-11-19T19:47:58,2017-12-03T00:00:00,3673.195,3666.835,3689,30/11/2013,4.4952,+41 11 52.9
130,M31,13977019,00 42 40.4,41 11 53.6,2021-11-10T13:36:36,2021-11-20T00:00:00,1775.176,1773.52,1788,21/11/2021,4.327,+41 11 53.6
131,M31,10686005,00 41 41.0,41 11 57.3,2018-09-26T12:56:57,2018-10-06T00:00:00,1456.741,1456.5,1464,07/10/2018,12.6245,+41 11 57.3
132,M31,10686024,00 41 55.67,41 12 01.2,2022-09-02T11:24:35,2022-09-12T00:00:00,1261.171,1259.055,1267,13/09/2022,10.038,+41 12 01.2
133,M31_1,35336182,00 42 52.74,41 12 02.5,2017-08-04T21:39:59,2017-08-14T00:00:00,950.253,948.423,963,15/08/2017,4.3955,+41 12 02.5
134,M31_1,35336071,00 42 45.32,41 12 03.7,2012-09-29T12:24:07,2017-05-08T00:00:00,1624.195,1621.133,1637,10/10/2012,4.0871,+41 12 03.7
135,M31Center,32702067,00 43 02.95,41 12 05.2,2014-08-06T18:49:58,2018-02-28T00:00:00,3008.748,3005.345,3026,17/08/2014,5.3562,+41 12 05.2
136,M31Center,32702045,00 43 02.16,41 12 05.3,2013-12-28T14:09:59,2017-12-05T00:00:00,208.066,207.739,215,08/01/2014,5.2582,+41 12 05.3
137,M31N2006-11a,30968002,00 42 48.55,41 12 06.7,2007-07-13T01:17:00,2015-07-16T00:00:00,3387.342,3365.659,3551,24/07/2007,4.1098,+41 12 06.7
138,M31fieldC4,32011001,00 42 34.58,41 12 08.2,2011-06-15T18:56:59,2016-09-15T00:00:00,3980.457,3974.83,4044,26/06/2011,4.4077,+41 12 08.2
139,M31Center,32702042,00 43 00.71,41 12 08.3,2013-12-01T00:30:58,2017-12-04T00:00:00,2586.956,2582.067,2625,12/12/2013,5.0503,+41 12 08.3
140,M 31,32159014,00 43 01.9,41 12 09.5,2019-07-27T03:53:35,2019-08-05T00:00:00,1646.066,1603.182,1693,07/08/2019,5.0789,+41 12 09.5
141,M31_1,35336221,00 42 49.12,41 12 09.6,2018-08-03T02:11:57,2018-08-13T00:00:00,1727.517,1722.978,1738,14/08/2018,4.0843,+41 12 09.6
142,M31_Bulge,81682002,00 42 23.93,41 12 10.2,2015-09-15T00:22:58,2015-09-25T00:00:00,8478.415,8434.401,8522,26/09/2015,5.5254,+41 12 10.2
143,M31_1,35336134,00 42 42.99,41 12 10.7,2015-10-16T00:34:57,2015-10-26T00:00:00,2230.65,2215.278,2194,27/10/2015,3.9733,+41 12 10.7
144,M31Center,32702036,00 42 55.52,41 12 12.5,2013-11-07T16:05:57,2017-12-03T00:00:00,223.193,266.599,285,18/11/2013,4.4604,+41 12 12.5
145,M31Center,32702038,00 42 57.47,41 12 13.0,2013-11-15T19:28:59,2017-12-03T00:00:00,4006.776,4003.835,4026,26/11/2013,4.6375,+41 12 13.0
146,M31Center,32702041,00 43 06.47,41 12 15.5,2013-11-27T00:31:59,2017-12-04T00:00:00,1210.768,1207.608,1231,08/12/2013,5.6911,+41 12 15.5
147,M31N2006-11a,30968001,00 42 55.33,41 12 16.3,2007-07-12T20:37:01,2015-07-16T00:00:00,3670.131,3669.164,3719,23/07/2007,4.3872,+41 12 16.3
148,M31N2009-10b,31518020,00 42 25.65,41 12 18.6,2016-08-30T08:15:58,2016-09-09T00:00:00,1285.731,1283.868,1305,10/09/2016,5.202,+41 12 18.6
149,M31Center,32702074,00 43 12.30,41 12 19.4,2014-09-03T18:55:59,2018-03-02T00:00:00,3858.033,3855.024,3881,14/09/2014,6.4961,+41 12 19.4
150,M31Center,32702075,00 43 10.8,41 12 27.8,2014-09-07T01:11:58,2018-03-02T00:00:00,3851.283,3847.102,3870,18/09/2014,6.0781,+41 12 27.8
151,M31Center,32702043,00 43 02.72,41 12 31.0,2013-12-05T00:36:59,2017-12-04T00:00:00,3801.101,3797.531,3819,16/12/2013,5.0084,+41 12 31.0
152,M31_1,35336225,00 42 32.11,41 12 31.7,2018-10-08T23:14:56,2018-10-18T00:00:00,1547.075,1544.73,1553,19/10/2018,4.2862,+41 12 31.7
153,M31_1,35336042,00 42 37.79,41 12 34.1,2011-11-06T19:11:00,2016-10-13T00:00:00,3336.007,2929.98,3366,17/11/2011,3.7825,+41 12 34.1
154,M31_1,35336033,00 42 47.83,41 12 35.0,2010-08-31T19:37:00,2016-08-05T00:00:00,4398.312,4395.846,4450,11/09/2010,3.6206,+41 12 35.0
155,M31Center,32702066,00 43 13.98,41 12 35.2,2014-08-01T04:30:59,2018-02-28T00:00:00,4056.807,3360.494,4075,12/08/2014,6.6093,+41 12 35.2
156,M31N2006-11c,33653003,00 41 33.23,41 12 35.3,2015-03-08T05:59:59,2015-03-18T00:00:00,5546.187,5538.361,5584,19/03/2015,13.8349,+41 12 35.3
157,M31Center,32702058,00 43 21.72,41 12 35.7,2014-06-11T19:41:59,2018-02-19T00:00:00,3616.342,3613.027,3635,22/06/2014,7.8712,+41 12 35.7
158,M31Center,32702070,00 42 54.64,41 12 41.5,2014-08-18T12:17:59,2018-03-01T00:00:00,3845.459,2082.078,3871,29/08/2014,3.9577,+41 12 41.5
159,M31_1,35336164,00 42 32.28,41 12 44.2,2016-11-27T15:30:58,2016-12-07T00:00:00,1530.046,1528.456,1543,08/12/2016,4.0939,+41 12 44.2
160,M31Center,32702062,00 43 18.99,41 12 44.7,2014-07-13T17:38:59,2018-02-28T00:00:00,4260.586,4256.72,4286,24/07/2014,7.3459,+41 12 44.7
161,M31Center,32702063,00 43 17.35,41 12 45.3,2014-07-20T23:59:00,2018-02-28T00:00:00,4023.646,4131.046,4154,31/07/2014,7.0688,+41 12 45.3
162,M31_1,35336154,00 42 44.32,41 12 48.0,2016-08-02T02:28:48,2016-08-12T00:00:00,1257.53,1250.261,1284,13/08/2016,3.3432,+41 12 48.0
163,M31Center,32702072,00 43 14.83,41 12 49.9,2014-08-26T20:28:59,2018-03-02T00:00:00,3851.203,3283.143,3867,06/09/2014,6.6187,+41 12 49.9
164,M31fieldC3,32010001,00 43 09.66,41 12 52.6,2011-06-11T04:28:41,2016-09-15T00:00:00,2426.381,2596.576,2705,22/06/2011,5.7725,+41 12 52.6
165,M31Center,32702079,00 43 00.52,41 12 52.7,2014-09-23T02:33:59,2018-03-03T00:00:00,4154.576,2917.247,4180,04/10/2014,4.4614,+41 12 52.7
166,M31Center,32702073,00 43 14.40,41 12 53.9,2014-08-30T13:54:59,2018-03-02T00:00:00,3949.742,2614.349,3969,10/09/2014,6.5144,+41 12 53.9
167,M31Center,32702059,00 43 27.27,41 12 57.3,2014-06-19T00:03:59,2018-02-20T00:00:00,3314.757,3307.438,3329,30/06/2014,8.6751,+41 12 57.3
168,M31_Bulge,81682001,00 42 21.76,41 13 03.1,2015-09-14T13:12:58,2015-09-24T00:00:00,10759.26,10753.586,10805,25/09/2015,5.2523,+41 13 03.1
169,"Burst (281.630, -2.990)",985320000,00 41 29.94,41 13 04.9,2020-08-01T19:53:47,2020-08-11T00:00:00,0,0,5081.704,12/08/2020,14.3185,+41 13 04.9
170,M31,10686023,00 41 29.94,41 13 05.0,2020-08-01T20:09:34,2020-08-11T00:00:00,1588.017,1587.67,395,12/08/2020,14.3182,+41 13 05.0
171,M 31,32159017,00 42 46.75,41 13 06.7,2019-08-17T08:01:33,2019-08-27T00:00:00,1647.293,1646.023,1654,28/08/2019,3.0658,+41 13 06.7
172,M31Center,32702068,00 43 17.72,41 13 14.9,2014-08-10T02:46:59,2018-03-01T00:00:00,3542.809,3538.081,3562,21/08/2014,6.9085,+41 13 14.9
173,M31N2006-11c,33653001,00 41 27.68,41 13 15.1,2015-02-28T18:39:59,2015-03-10T00:00:00,5601.44,5600.21,5631,11/03/2015,14.6995,+41 13 15.1
174,M31,13977018,00 42 25.53,41 13 15.6,2021-10-27T18:08:35,2021-11-06T00:00:00,1707.472,325.626,1719,07/11/2021,4.5648,+41 13 15.6
175,M31Center,32702040,00 42 59.40,41 13 17.4,2013-11-23T08:18:59,2017-12-03T00:00:00,4175.493,4170.83,4193,04/12/2013,4.0182,+41 13 17.4
176,M 31,32159015,00 43 04.54,41 13 18.4,2019-08-03T10:51:36,2019-08-13T00:00:00,1981.196,1977.871,1994,14/08/2019,4.7377,+41 13 18.4
177,M31_1,35336165,00 42 30.86,41 13 19.1,2016-12-06T00:30:58,2016-12-16T00:00:00,507.89,507.967,516,17/12/2016,3.7972,+41 13 19.1
178,M31N2009-10b,31518019,00 42 34.2,41 13 19.8,2016-08-28T00:24:58,2016-09-07T00:00:00,2065.704,2065.307,2095,08/09/2016,3.419,+41 13 19.8
179,M31,13977015,00 42 35.58,41 13 23.1,2021-09-15T19:35:36,2021-09-25T00:00:00,1558.013,1556.745,1564,26/09/2021,3.2138,+41 13 23.1
180,M31Center,32702069,00 43 13.17,41 13 23.8,2014-08-14T15:33:22,2018-03-01T00:00:00,3707.906,3706.52,3727,25/08/2014,6.0735,+41 13 23.8
181,M31N2009-10b,31518017,00 42 32.40,41 13 24.5,2016-08-24T05:29:57,2016-09-03T00:00:00,1937.069,1933.056,1955,04/09/2016,3.5398,+41 13 24.5
